VIN,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Latitude,Longitude
LPSED3KA6M,King,Kirkland,WA,98033.0,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1925969,47.676241
WP0AE2A73J,King,Bellevue,WA,98005.0,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.167394,47.614119
JTMFB3FV0N,King,Seattle,WA,98125.0,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.304356,47.715668
5YJSA1E40J,King,Seattle,WA,98102.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3212726,47.6296532
YSMET3KA5P,King,Seattle,WA,98119.0,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.36731,47.6377681
3FMTK3SU2P,Clark,Vancouver,WA,98662.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.579351,45.671668
WBY73AW04N,King,Kirkland,WA,98033.0,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1925969,47.676241
WVGRMPE27M,King,Seattle,WA,98125.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.304356,47.715668
1FADP5EU5H,King,Kirkland,WA,98034.0,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.2026532,47.7210518
KNDJX3AE0J,King,Kirkland,WA,98034.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2026532,47.7210518
KNDCC3LGXM,King,Kirkland,WA,98033.0,2021,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1925969,47.676241
KNDCR3LF2P,King,Seattle,WA,98116.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.395519,47.572137
WA1DAAGEXR,King,Issaquah,WA,98027.0,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.0402383,47.5276876
WMZ23BS01P,Kitsap,Poulsbo,WA,98370.0,2023,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6368884,47.7469547
KMHE14L28G,King,Burien,WA,98146.0,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.3551826,47.5000521
1G1RH6E47D,Clark,Vancouver,WA,98684.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.5241377,45.6278995
KM8K33AG5M,Clark,Vancouver,WA,98660.0,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6789987,45.6365338
4JGGM2CB7P,King,Kirkland,WA,98033.0,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1925969,47.676241
1FADP5CU7F,King,Bellevue,WA,98006.0,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.144149,47.560742
3FMTK1S55P,King,Seattle,WA,98104.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.3276518,47.6018349
YSMET3KAXP,King,Kirkland,WA,98034.0,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.2026532,47.7210518
JTJKKCFZ6R,King,Redmond,WA,98052.0,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.1207376,47.6705374
WA12AAGE3N,King,Bellevue,WA,98004.0,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.202397,47.619252
W1KEG1CB3P,King,Renton,WA,98055.0,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.2003346,47.4487206
1G1RB6S58J,King,Kent,WA,98031.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.201564,47.402358
5YJXCAE44K,Cowlitz,Longview,WA,98632.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.973463,46.15445
KM8K53AG5P,King,Seattle,WA,98125.0,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.304356,47.715668
5YJXCDE21L,King,Seattle,WA,98133.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.342434,47.736655
WB533CF02R,Clark,Ridgefield,WA,98642.0,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6958231,45.804249
1G1FZ6S07M,King,Seattle,WA,98102.0,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.3212726,47.6296532
1C4JJXN6XP,Cowlitz,Kelso,WA,98626.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.8902296,46.1351011
KNDAFFS57R,Thurston,Yelm,WA,98597.0,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.5715761,46.9095798
JA3215H10C,King,Renton,WA,98058.0,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1476337,47.4438471
3FMTK1RM4M,King,Seattle,WA,98125.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.304356,47.715668
KMUKEDTB1P,King,Lake Forest Park,WA,98155.0,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.301507,47.761784
YV4H60CXXP,King,Bothell,WA,98011.0,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.201408,47.754528
WBAJB1C5XK,King,Shoreline,WA,98133.0,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.342434,47.736655
WBA8E1C53H,King,Bothell,WA,98011.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.201408,47.754528
1FMCU0E16P,Kitsap,Seabeck,WA,98380.0,2023,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.8728334,47.5798304
1N4AZ1BV4P,King,Bellevue,WA,98005.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.167394,47.614119
1GYKPPRK9R,King,Bellevue,WA,98005.0,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.167394,47.614119
YV4BR0CK3K,King,Kirkland,WA,98033.0,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.1925969,47.676241
3FA6P0SU8H,King,Seattle,WA,98125.0,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.304356,47.715668
1N4BZ1CP2L,King,Bellevue,WA,98007.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1436732,47.6157551
7JRH60FL7N,King,Bellevue,WA,98007.0,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.1436732,47.6157551
JTDKAMFP3M,Snohomish,Monroe,WA,98272.0,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-121.968385,47.854897
3FMTK3SS8P,King,Auburn,WA,98002.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.2202561,47.3077398
7PDSGABA9R,King,Bothell,WA,98011.0,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.201408,47.754528
1G1RB6S5XH,Clark,Vancouver,WA,98682.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.5286031,45.6686601
2C4RC1L76P,Snohomish,Everett,WA,98208.0,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.2032349,47.8956271
3FMTK4SE1N,King,Kent,WA,98030.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1994204,47.3741045
1G1FW6S09L,Clark,Battle Ground,WA,98604.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.5256203,45.7875036
7JRBR0FM3L,King,Bellevue,WA,98004.0,2020,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.202397,47.619252
JTDACACU2R,King,Bellevue,WA,98008.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.1197677,47.6103472
KNDADFS58R,King,Kirkland,WA,98034.0,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.2026532,47.7210518
3C3CFFGE3E,Clark,Battle Ground,WA,98604.0,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.5256203,45.7875036
KM8K23AG3M,Clark,Vancouver,WA,98683.0,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.515805,45.604689
KNDCD3LD5K,King,Kirkland,WA,98033.0,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.1925969,47.676241
1GYKPMRK6R,King,Bellevue,WA,98006.0,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.144149,47.560742
4JGDM2EB0R,King,Bothell,WA,98011.0,2024,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.201408,47.754528
5YJSA1E67N,Snohomish,Snohomish,WA,98290.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.0483457,47.9435765
1FT6W1EV2P,King,Bothell,WA,98011.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.201408,47.754528
KNDCT3L13R,King,Seattle,WA,98125.0,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.304356,47.715668
1G1FW6S05N,Clark,Vancouver,WA,98686.0,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.626623,45.711724
JHMZC5F17M,King,Seattle,WA,98133.0,2021,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.342434,47.736655
WBY33AW09P,King,Bellevue,WA,98006.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.144149,47.560742
WP0BB2Y13P,King,Seattle,WA,98105.0,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.304212,47.664294
7PDSGABL6N,King,Normandy Park,WA,98166.0,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.3472273,47.4568458
1G1FW6S02P,King,Seattle,WA,98117.0,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.377938,47.690166
WBY8P8C59K,King,Bellevue,WA,98004.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.202397,47.619252
WBY1Z4C57G,King,Seattle,WA,98177.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.3691687,47.7403542
1G1RA6E42E,King,Bothell,WA,98011.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.201408,47.754528
5YJXCBE26K,Clark,Ridgefield,WA,98642.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6958231,45.804249
1FADP5CU9D,King,Bellevue,WA,98005.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.167394,47.614119
5YJXCBE47K,King,Bellevue,WA,98005.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.167394,47.614119
3FA6P0PU3E,Clark,Ridgefield,WA,98642.0,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6958231,45.804249
1C4JJXP63M,King,Seattle,WA,98178.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.2453,47.499708
KM8KRDAF5N,Jefferson,Port Ludlow,WA,98365.0,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6906277,47.909901
5YJSA1S28F,King,Kirkland,WA,98034.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2026532,47.7210518
5YJXCDE21G,Clark,Battle Ground,WA,98604.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.5256203,45.7875036
JTMAB3FV8P,Cowlitz,Woodland,WA,98674.0,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.7050688,45.9237749
WA1ACBGEXN,King,Bothell,WA,98011.0,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.201408,47.754528
1G1RF6E45D,King,Kirkland,WA,98033.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.1925969,47.676241
YV4BR0DL8M,King,Normandy Park,WA,98166.0,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.3472273,47.4568458
3FA6P0PUXG,King,Kent,WA,98031.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.201564,47.402358
5YJXCBE29M,King,Redmond,WA,98052.0,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1207376,47.6705374
WAUTPBFF6J,King,Seattle,WA,98125.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.304356,47.715668
5YJXCAE25K,King,Kirkland,WA,98033.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1925969,47.676241
1FADP3R49E,King,Bellevue,WA,98008.0,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1197677,47.6103472
WA1H2BFZ7N,King,Kirkland,WA,98034.0,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.2026532,47.7210518
WP0AA2Y1XP,King,Bellevue,WA,98005.0,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.167394,47.614119
JTDACACU3R,King,Seattle,WA,98177.0,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.3691687,47.7403542
1C4RJXU60R,King,Bellevue,WA,98008.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.1197677,47.6103472
1FADP5CU1F,Clark,Vancouver,WA,98665.0,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6615789,45.6809862
JTMEB3FV7P,King,Seattle,WA,98125.0,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.304356,47.715668
YV4H60DM5R,King,Redmond,WA,98052.0,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.1207376,47.6705374
1G1RH6E45C,Cowlitz,Longview,WA,98632.0,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.973463,46.15445
1C4RJYB61R,King,Normandy Park,WA,98166.0,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.3472273,47.4568458
WA1VCBGE7N,King,Sammamish,WA,98074.0,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.0430602,47.6259676
WBY8P4C08L,King,Seattle,WA,98126.0,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.3752214,47.5465949
5YJSA1S19E,King,Kirkland,WA,98033.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1925969,47.676241
1FMCU0KZ6N,Clark,Brush Prairie,WA,98606.0,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.4767202,45.7381698
4JGDM2EB7P,King,Sammamish,WA,98075.0,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.0181135,47.5880568
5YJXCDE23H,King,Kirkland,WA,98033.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1925969,47.676241
1FTVW1EL4P,King,Kirkland,WA,98033.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1925969,47.676241
1G1FW6S0XH,King,Bellevue,WA,98008.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1197677,47.6103472
KNDC5DLE1P,King,Kent,WA,98031.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.201564,47.402358
1G1RB6E47E,King,Kent,WA,98030.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.1994204,47.3741045
WMZYU7C52K,King,Renton,WA,98055.0,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.2003346,47.4487206
5YJSA1E49K,King,Bellevue,WA,98004.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.202397,47.619252
WP0AB2Y18N,King,Bellevue,WA,98005.0,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.167394,47.614119
WA1VABGE2P,King,Bothell,WA,98011.0,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.201408,47.754528
1C4RJYE60R,King,Mercer Island,WA,98040.0,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.2283088,47.5737238
1FMCU0E14P,King,Seattle,WA,98101.0,2023,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.3340795,47.6099315
1C4RJYC60P,Cowlitz,Kelso,WA,98626.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.8902296,46.1351011
WMEFJ9BA8J,King,Bellevue,WA,98004.0,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.202397,47.619252
KNDCT3L10P,King,Seattle,WA,98125.0,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.304356,47.715668
4JGDM2EB4P,Clark,Ridgefield,WA,98642.0,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6958231,45.804249
WA1E2AFY2N,King,Seattle,WA,98177.0,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.3691687,47.7403542
WA1M2BFZ7R,King,Bellevue,WA,98006.0,2024,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.144149,47.560742
YV4ED3GK0P,King,Bellevue,WA,98006.0,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.144149,47.560742
WBY1Z2C58E,King,Seattle,WA,98177.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3691687,47.7403542
5YJSA1DP3C,King,Kirkland,WA,98033.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1925969,47.676241
WB523CF06P,King,Seattle,WA,98119.0,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.36731,47.6377681
WA16ABGE3R,King,Normandy Park,WA,98166.0,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.3472273,47.4568458
KM8K33AG6M,Kitsap,Port Orchard,WA,98367.0,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6530052,47.4739066
5TDACAC66R,King,Bellevue,WA,98006.0,2024,LEXUS,TX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.144149,47.560742
JTMAB3FV7N,King,Bellevue,WA,98005.0,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.167394,47.614119
WP0AD2Y18N,King,Redmond,WA,98052.0,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1207376,47.6705374
WBY8P4C54K,King,Bellevue,WA,98008.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.1197677,47.6103472
KM8KM4AEXN,Clark,Vancouver,WA,98684.0,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.5241377,45.6278995
1G1RD6E47D,King,Kirkland,WA,98034.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.2026532,47.7210518
1G1FW6S00L,Jefferson,Port Townsend,WA,98368.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.7862046,48.1129794
5YJYGDED4M,Snohomish,Everett,WA,98208.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.2032349,47.8956271
5LMYJ8XY7P,King,Seattle,WA,98125.0,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.304356,47.715668
1N4BZ1CP5L,Thurston,Rainier,WA,98576.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6771414,46.8882415
WBY1Z2C54E,King,Seattle,WA,98125.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.304356,47.715668
YV4BR0DM5N,Kitsap,Bainbridge Island,WA,98110.0,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.5305071,47.6400595
KM8KMDDF9R,King,Sammamish,WA,98075.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.0181135,47.5880568
WA1VABGE5N,King,Renton,WA,98055.0,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.2003346,47.4487206
JN1DF0BB9P,King,Newcastle,WA,98056.0,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1819876,47.5098889
5YJSA1S23F,King,Issaquah,WA,98029.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.0209893,47.5632565
WBY53EJ08R,King,Bellevue,WA,98004.0,2024,BMW,I7,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.202397,47.619252
WA1AAAGE7M,King,Seattle,WA,98146.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3551826,47.5000521
1G1RB6S52J,King,Kent,WA,98031.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.201564,47.402358
YV4ED3UW1P,King,Seattle,WA,98146.0,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.3551826,47.5000521
WP0AB2Y18R,King,Newcastle,WA,98056.0,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.1819876,47.5098889
1C4RJYB68P,King,Tukwila,WA,98168.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.297205,47.486649
3FMTK1SS6M,Kitsap,Port Orchard,WA,98367.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6530052,47.4739066
YV4BR0DM1K,King,Kirkland,WA,98033.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.1925969,47.676241
1C4RJYB60P,Cowlitz,Kelso,WA,98626.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.8902296,46.1351011
WBA13AG07P,King,Bellevue,WA,98004.0,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.202397,47.619252
