VIN,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Latitude,Longitude
5YJSA1E22K,King,Seattle,WA,98112.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.300312,47.629782
3MW39FS05R,Yakima,Zillah,WA,98953.0,2024,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-120.2658133,46.4063477
1N4AZ0CP0F,King,Kent,WA,98031.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.201564,47.402358
5YJSA1H20F,Snohomish,Bothell,WA,98012.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
JTMAB3FV1N,Yakima,Yakima,WA,98908.0,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-120.611068,46.596645
5YJ3E1EB6K,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1207376,47.6705374
5YJ3E1EB0J,Thurston,Yelm,WA,98597.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.5715761,46.9095798
3FA6P0SU8D,Kitsap,Poulsbo,WA,98370.0,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6368884,47.7469547
5YJSA1E21H,King,Redmond,WA,98052.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1207376,47.6705374
5YJ3E1EA4J,Snohomish,Bothell,WA,98012.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
5YJSA1E22H,Thurston,Olympia,WA,98501.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.8733203,47.0133209
JTDKARFP9K,Kitsap,Poulsbo,WA,98370.0,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6368884,47.7469547
1N4AZ0CP1F,Kitsap,Port Orchard,WA,98367.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6530052,47.4739066
5YJ3E1EA4L,King,Kent,WA,98030.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1994204,47.3741045
3C3CFFGE2F,King,Shoreline,WA,98155.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.301507,47.761784
2C4RC1N76L,Thurston,Tumwater,WA,98512.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.957046,46.991391
5YJ3E1EA7L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
WBY73AW09P,Snohomish,Snohomish,WA,98296.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.121841,47.841036
1N4BZ0CP8H,King,Bellevue,WA,98007.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1436732,47.6157551
5YJYGDEE9L,King,Bothell,WA,98011.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.201408,47.754528
5YJ3E1EB5K,Kitsap,Poulsbo,WA,98370.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6368884,47.7469547
JTDKN3DP2C,Kitsap,Poulsbo,WA,98370.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6368884,47.7469547
WAUTPBFF3G,Thurston,Olympia,WA,98513.0,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.7654699,46.9970624
5YJ3E1EB0K,Yakima,Yakima,WA,98902.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.530331,46.59534
WBY8P2C51K,King,Seattle,WA,98112.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.300312,47.629782
5UXTA6C02N,Kitsap,Bainbridge Island,WA,98110.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.5305071,47.6400595
1N4AZ0CP9F,King,Seattle,WA,98115.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3008235,47.6862671
YV4H60CF8R,Snohomish,Stanwood,WA,98292.0,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.326873,48.2144825
5YJ3E1EA0L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
WP0AC2Y15L,King,Seattle,WA,98102.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3212726,47.6296532
1C4JJXR6XN,Yakima,Yakima,WA,98902.0,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-120.530331,46.59534
5UXTA6C00M,Thurston,Olympia,WA,98501.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.8733203,47.0133209
1N4AZ0CP7E,Kitsap,Bremerton,WA,98311.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.636245,47.62806
5YJ3E1EB1P,Thurston,Olympia,WA,98501.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.8733203,47.0133209
KM8K53AG2L,Kitsap,Port Orchard,WA,98366.0,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6064912,47.5236145
5YJ3E1EBXN,Thurston,Olympia,WA,98502.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.943445,47.059252
YV4BR0DM8N,Kitsap,Poulsbo,WA,98370.0,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6368884,47.7469547
5YJXCAE22L,Snohomish,Bothell,WA,98021.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2107298,47.7977268
5YJ3E1EA6N,Thurston,Olympia,WA,98501.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.8733203,47.0133209
5YJSA1H16F,Snohomish,Lynnwood,WA,98087.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.27336,47.861417
5YJ3E1EB3K,Snohomish,Lynnwood,WA,98087.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.27336,47.861417
1FTVW1EV9P,Yakima,Yakima,WA,98901.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-120.4688751,46.6046178
3C3CFFGEXF,Thurston,Olympia,WA,98506.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.86491,47.07503
3C3CFFGE7F,Thurston,Olympia,WA,98512.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.957046,46.991391
WVGDMPE24M,Yakima,Yakima,WA,98903.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-120.5807155,46.5654909
WBY1Z6C39H,King,Renton,WA,98056.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1819876,47.5098889
1FT6W1EVXN,Thurston,Olympia,WA,98512.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.957046,46.991391
1G1RB6E4XF,Snohomish,Monroe,WA,98272.0,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-121.968385,47.854897
5YJSA1E26G,Snohomish,Lake Stevens,WA,98258.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.0816912,48.0122934
JTMFB3FV6R,Whitman,Pullman,WA,99163.0,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-117.1770648,46.7329687
5YJSA1E27K,Yakima,Yakima,WA,98902.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.530331,46.59534
5YJ3E1EB2J,King,Seattle,WA,98134.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3290729,47.5773571
5YJ3E1EB8J,King,Medina,WA,98039.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2363532,47.621118
KNDPUCAFXP,Yakima,Yakima,WA,98902.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-120.530331,46.59534
1N4BZ0CP2H,King,Kent,WA,98042.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1145138,47.3581107
5UXTA6C08P,Snohomish,Bothell,WA,98021.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.2107298,47.7977268
WAUTPBFF6H,Kitsap,Bainbridge Island,WA,98110.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.5305071,47.6400595
1N4AZ0CP5D,Thurston,Olympia,WA,98502.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.943445,47.059252
5YJSA1E2XJ,Snohomish,Bothell,WA,98012.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
1N4BZ1CP3K,Yakima,Yakima,WA,98902.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.530331,46.59534
5UXTA6C07M,King,Seattle,WA,98116.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.395519,47.572137
WDC0G5EB9K,Yakima,Yakima,WA,98902.0,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-120.530331,46.59534
5YJXCBE24L,Thurston,Olympia,WA,98502.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.943445,47.059252
7SAYGDEE2P,Kitsap,Bremerton,WA,98312.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6961203,47.5759584
5YJ3E1EA3P,Kitsap,Bremerton,WA,98310.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6231895,47.5930874
1N4AZ0CP2D,Yakima,Yakima,WA,98903.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.5807155,46.5654909
5YJYGDEF8M,Snohomish,Bothell,WA,98012.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.206146,47.839957
KNDRMDLH5P,Thurston,Olympia,WA,98501.0,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.8733203,47.0133209
5UXTA6C0XP,Snohomish,Bothell,WA,98012.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
5YJ3E1EB2L,Thurston,Olympia,WA,98501.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.8733203,47.0133209
2T3YL4DVXE,Thurston,Olympia,WA,98506.0,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.86491,47.07503
5YJ3E1EB8L,King,Seattle,WA,98115.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3008235,47.6862671
5YJYGDEE3L,Snohomish,Mukilteo,WA,98275.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.29943,47.912654
3C3CFFGE9G,King,Seattle,WA,98118.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2753318,47.5411053
1G1RC6S53H,Kitsap,Suquamish,WA,98392.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.5591128,47.7346457
YV4BR0DL8N,Thurston,Olympia,WA,98502.0,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.943445,47.059252
JN1AZ0CP8C,Kitsap,Silverdale,WA,98383.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.7035285,47.660204
1N4AZ1CP0K,Thurston,Olympia,WA,98516.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.78083,47.083975
5YJ3E1EB4K,Yakima,Yakima,WA,98908.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.611068,46.596645
5YJXCBE21H,Kitsap,Port Orchard,WA,98367.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6530052,47.4739066
1N4AZ1CPXK,Kitsap,Kingston,WA,98346.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.5178351,47.7981436
1N4AZ1CP4K,Kitsap,Bremerton,WA,98312.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6961203,47.5759584
WMZYU7C51K,Yakima,Yakima,WA,98902.0,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-120.530331,46.59534
1FADP5CU6D,Kitsap,Bremerton,WA,98310.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.6231895,47.5930874
5YJ3E1EA7J,King,Seattle,WA,98112.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.300312,47.629782
5YJ3E1EBXM,Yakima,Moxee,WA,98936.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-120.3552229,46.550869
1N4BZ0CP7H,King,Redmond,WA,98052.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.1207376,47.6705374
WMW13DJ0XN,Kitsap,Bremerton,WA,98312.0,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-122.6961203,47.5759584
WA1VAAGE8K,Kitsap,Port Orchard,WA,98367.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6530052,47.4739066
1C4JJXR67P,Thurston,Lacey,WA,98513.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.7654699,46.9970624
1G1FW6S05H,Yakima,Yakima,WA,98901.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.4688751,46.6046178
JN1AZ0CP3B,Walla Walla,Walla Walla,WA,99362.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-118.3377489,46.0625736
1N4AZ0CP9E,Walla Walla,Walla Walla,WA,99362.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-118.3377489,46.0625736
3C3CFFGE3H,King,Vashon,WA,98070.0,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.466938,47.429244
JTDKN3DP5D,Kittitas,Cle Elum,WA,98922.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-120.9347811,47.1944758
JA4J24A55L,Snohomish,Everett,WA,98208.0,2020,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.2032349,47.8956271
KNDRMDLH3N,Douglas,East Wenatchee,WA,98802.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-120.2609057,47.4167133
5YJXCAE21K,Snohomish,Everett,WA,98204.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2507211,47.8976713
5UXKT0C50G,King,Kent,WA,98031.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.201564,47.402358
5YJYGDEF3L,Snohomish,Woodway,WA,98020.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3757836,47.800042
JTDKARFP5H,Grant,Quincy,WA,98848.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-119.8619179,47.2248994
1G1RB6E42E,Chelan,Wenatchee,WA,98801.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-120.3283376,47.4280056
1N4AZ1CP8J,Snohomish,Lynnwood,WA,98087.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.27336,47.861417
5YJ3E1EAXJ,Snohomish,Lynnwood,WA,98087.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.27336,47.861417
1N4BZ1CP9L,Kitsap,Bainbridge Island,WA,98110.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.5305071,47.6400595
5YJ3E1EA1J,King,Redmond,WA,98053.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.030684,47.669552
1FADP5CU3F,Snohomish,Everett,WA,98208.0,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.2032349,47.8956271
WBY1Z2C54F,Grant,Moses Lake,WA,98837.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-119.2958738,47.1384772
JTDKAMFP8N,Whitman,Pullman,WA,99163.0,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-117.1770648,46.7329687
5YJ3E1EAXK,Snohomish,Everett,WA,98208.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2032349,47.8956271
5YJ3E1EA2J,Kitsap,Port Orchard,WA,98366.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6064912,47.5236145
5UXTS1C02M,King,Bellevue,WA,98005.0,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.167394,47.614119
1N4AZ0CP5F,Snohomish,Everett,WA,98208.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2032349,47.8956271
5YJ3E1EB9L,Snohomish,Lake Stevens,WA,98258.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.0816912,48.0122934
JN1AZ0CP9C,Skagit,Bow,WA,98232.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.4202542,48.5607175
JHMZC5F34L,Snohomish,Everett,WA,98208.0,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.2032349,47.8956271
KNDJX3AEXH,Yakima,Moxee,WA,98936.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.3552229,46.550869
JN1AZ0CP1B,Stevens,Colville,WA,99114.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-117.885418,48.541035
5YJ3E1EA5K,None,None,BC, ,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,,
5YJ3E1EB4L,Yakima,Zillah,WA,98953.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.2658133,46.4063477
1G1RB6S53J,None,None,BC, ,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,,
1G1FY6S06L,Yakima,Selah,WA,98942.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.5517376,46.6678647
1G1RD6E41E,Skagit,Mount Vernon,WA,98273.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.3313378,48.4221418
WBY8P2C58K,King,Seattle,WA,98144.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3016563,47.5858977
5YJXCDE41K,Snohomish,Monroe,WA,98272.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-121.968385,47.854897
KM8JBDD22R,Snohomish,Snohomish,WA,98296.0,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.121841,47.841036
1N4BZ1DP2L,Chelan,Entiat,WA,98822.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-120.285857,47.724605
1N4BZ0CP6G,Thurston,Olympia,WA,98506.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.86491,47.07503
5YJ3E1EA0K,King,Seattle,WA,98144.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3016563,47.5858977
WBY1Z4C50F,Snohomish,Lynnwood,WA,98037.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.283973,47.838697
5YJ3E1EA9J,Walla Walla,Walla Walla,WA,99362.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-118.3377489,46.0625736
5YJSA1H13E,Snohomish,Bothell,WA,98012.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
WBA7W4C02M,Snohomish,Snohomish,WA,98296.0,2021,BMW,745E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.121841,47.841036
5UXTA6C07N,Snohomish,Bothell,WA,98012.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.206146,47.839957
WP0AC2Y10M,Snohomish,Woodway,WA,98020.0,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.3757836,47.800042
WA1VABGE1K,Skagit,Anacortes,WA,98221.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.6330168,48.4948674
1N4AZ0CP9D,Snohomish,Snohomish,WA,98290.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.0483457,47.9435765
KM8JFDA24P,Whitman,Pullman,WA,99163.0,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-117.1770648,46.7329687
KNDCC3LG0K,King,Enumclaw,WA,98022.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-121.984383,47.2119951
WA1VABGE3K,Skagit,Bow,WA,98232.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.4202542,48.5607175
KNDPZDAH6P,Snohomish,Mukilteo,WA,98275.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.29943,47.912654
1G1RD6S51J,Snohomish,Everett,WA,98203.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,-122.225874,47.945309
1N4AZ0CP6D,Snohomish,Everett,WA,98208.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.2032349,47.8956271
KNDCM3LD8J,Grant,Moses Lake,WA,98837.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-119.2958738,47.1384772
5YJYGDEEXM,Stevens,Colville,WA,99114.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,-117.885418,48.541035
3C3CFFGE2G,Snohomish,Marysville,WA,98271.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.214081,48.102812
1G1FZ6S00K,Skagit,Bow,WA,98232.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-122.4202542,48.5607175
KNDCD3LD1N,Thurston,Tumwater,WA,98501.0,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,-122.8733203,47.0133209
5YJYGDEEXL,Kittitas,Easton,WA,98925.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,-121.176112,47.2367094
